tx_id,account_id,amount,currency,amount_usd,date,status,is_compliant,scenario_rule,rule_ids,counterparty_id,counterparty_country,tx_type,description,edd_applied
T0494,A0080,3087.42,USD,3087.42,2024-10-07,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_039,JP,cash_withdrawal,ATM cash withdrawal,false
T0132,A0036,9056.12,USD,9056.12,2024-10-08,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_081,FR,wire,Wire transfer,false
T0256,A0095,12077.63,USD,12077.63,2024-10-08,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_047,MM,card_payment,POS card payment,false
T0440,A0027,4373.60,EUR,4723.49,2024-10-08,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_053,CA,cash_withdrawal,ATM cash withdrawal,false
T0486,A0049,2546.62,USD,2546.62,2024-10-09,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_029,KZ,transfer,Account transfer,false
T0073,A0076,7413.36,USD,7413.36,2024-10-10,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_061,NL,card_payment,POS card payment,false
T0200,A0004,3628.13,EUR,3918.38,2024-10-10,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_087,US,transfer,Account transfer,false
T0241,A0027,4429.35,EUR,4783.70,2024-10-10,completed,true,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_023,DE,cash_withdrawal,ATM cash withdrawal,false
T0254,A0067,3404.34,USD,3404.34,2024-10-10,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_073,VE,transfer,Account transfer,false
T0386,A0072,723.23,USD,723.23,2024-10-10,completed,true,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_077,AE,cash_deposit,Cash deposit at branch,false
T0455,A0089,4667.70,USD,4667.70,2024-10-10,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_037,FR,wire,Wire transfer,false
T0002,A0073,13523.27,USD,13523.27,2024-10-11,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_056,BR,cash_deposit,Cash deposit at branch,false
T0163,A0071,16601.22,EUR,17929.32,2024-10-11,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_02,MM,wire,Wire transfer,false
T0224,A0031,9006.34,USD,9006.34,2024-10-11,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_048,AE,cash_deposit,Cash deposit at branch,false
T0266,A0061,14262.62,USD,14262.62,2024-10-11,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_009,AF,transfer,Account transfer,false
T0413,A0029,4629.63,EUR,5000.00,2024-10-11,completed,false,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_069,FR,card_payment,POS card payment,false
T0389,A0032,2941.91,GBP,3736.22,2024-10-12,completed,true,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_079,RU,transfer,Account transfer,false
T0140,A0032,7866.14,GBP,9990.00,2024-10-13,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_060,JP,card_payment,POS card payment,false
T0153,A0065,19407.81,EUR,20960.44,2024-10-13,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_09,KP,wire,Wire transfer,false
T0179,A0068,1699.32,GBP,2158.14,2024-10-13,completed,true,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_050,KZ,card_payment,POS card payment,false
T0360,A0083,24052.51,EUR,25976.71,2024-10-13,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_008,TR,wire,Wire transfer,false
T0205,A0066,5087.83,EUR,5494.86,2024-10-14,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_011,AU,cash_deposit,Cash deposit at branch,false
T0226,A0019,2946.55,USD,2946.55,2024-10-15,completed,true,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_086,IT,wire,Wire transfer,false
T0406,A0062,2000.00,USD,2000.00,2024-10-15,completed,true,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_080,GB,card_payment,POS card payment,false
T0365,A0093,5428.56,USD,5428.56,2024-10-16,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_038,DE,cash_withdrawal,ATM cash withdrawal,false
T0428,A0089,3921.57,USD,3921.57,2024-10-16,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_016,GB,transfer,Account transfer,false
T0443,A0048,1361.28,USD,1361.28,2024-10-16,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_005,AU,cash_deposit,Cash deposit at branch,false
T0495,A0068,332.48,GBP,422.25,2024-10-16,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_055,AU,card_payment,POS card payment,false
T0274,A0037,11682.80,USD,11682.80,2024-10-18,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_009,AF,cash_withdrawal,ATM cash withdrawal,false
T0212,A0058,6769.68,USD,6769.68,2024-10-19,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_048,AE,card_payment,POS card payment,false
T0249,A0061,4333.33,USD,4333.33,2024-10-19,completed,true,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_068,IT,cash_deposit,Cash deposit at branch,false
T0015,A0084,14742300.00,KZT,32433.06,2024-10-20,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_065,IT,card_payment,POS card payment,false
T0225,A0013,1945.24,USD,1945.24,2024-10-20,completed,true,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_035,AU,cash_deposit,Cash deposit at branch,false
T0351,A0051,19203.03,GBP,24387.85,2024-10-20,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_033,JP,cash_withdrawal,ATM cash withdrawal,false
T0364,A0001,4903.95,EUR,5296.27,2024-10-20,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_072,KZ,card_payment,POS card payment,false
T0422,A0024,2538.05,USD,2538.05,2024-10-20,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_034,IT,transfer,Account transfer,false
T0484,A0046,431.13,USD,431.13,2024-10-20,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_088,GB,card_payment,POS card payment,false
T0053,A0032,263.96,GBP,335.23,2024-10-22,completed,true,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_064,US,cash_deposit,Cash deposit at branch,false
T0030,A0021,20239004.55,KZT,44525.81,2024-10-23,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_034,IT,transfer,Account transfer,false
T0300,A0058,2023.00,USD,2023.00,2024-10-23,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_050,KZ,wire,Wire transfer,false
T0289,A0092,15919.97,USD,15919.97,2024-10-24,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_047,MM,transfer,Account transfer,true
T0490,A0051,1502.18,GBP,1907.77,2024-10-24,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_019,JP,cash_withdrawal,ATM cash withdrawal,false
T0037,A0077,25418.37,USD,25418.37,2024-10-25,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_016,GB,cash_deposit,Cash deposit at branch,false
T0159,A0025,17118.52,USD,17118.52,2024-10-25,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_06,MM,cash_withdrawal,ATM cash withdrawal,false
T0176,A0069,7264954.55,KZT,15982.90,2024-10-26,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_003,CA,transfer,Account transfer,false
T0098,A0098,9028.92,USD,9028.92,2024-10-27,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_038,DE,cash_deposit,Cash deposit at branch,false
T0135,A0077,9384.10,USD,9384.10,2024-10-27,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_068,IT,card_payment,POS card payment,false
T0227,A0080,1685.18,USD,1685.18,2024-10-27,completed,true,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_088,GB,transfer,Account transfer,false
T0094,A0098,9225.93,USD,9225.93,2024-10-28,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_038,DE,card_payment,POS card payment,false
T0261,A0074,14567.30,USD,14567.30,2024-10-28,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_015,IR,cash_withdrawal,ATM cash withdrawal,false
T0095,A0098,9973.57,USD,9973.57,2024-10-29,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_038,DE,card_payment,POS card payment,false
T0096,A0098,9674.30,USD,9674.30,2024-10-29,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_038,DE,wire,Wire transfer,false
T0122,A0056,8558.40,EUR,9243.07,2024-10-29,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_016,GB,cash_withdrawal,ATM cash withdrawal,false
T0278,A0090,12505.70,USD,12505.70,2024-10-29,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_009,AF,transfer,Account transfer,true
T0347,A0098,473.18,USD,473.18,2024-10-29,completed,true,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_077,AE,transfer,Account transfer,false
T0348,A0098,641.22,USD,641.22,2024-10-29,completed,true,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_045,AU,wire,Wire transfer,false
T0375,A0003,7475.87,USD,7475.87,2024-10-29,completed,true,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_029,KZ,cash_withdrawal,ATM cash withdrawal,false
T0415,A0051,3937.01,GBP,5000.00,2024-10-29,completed,false,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_063,AU,card_payment,POS card payment,false
T0482,A0015,1678150.00,KZT,3691.93,2024-10-29,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_020,GB,cash_withdrawal,ATM cash withdrawal,false
T0020,A0079,18206.01,USD,18206.01,2024-10-30,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_005,AU,cash_deposit,Cash deposit at branch,false
T0097,A0098,9608.39,USD,9608.39,2024-10-30,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_038,DE,cash_deposit,Cash deposit at branch,false
T0473,A0030,400.34,USD,400.34,2024-10-30,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_065,IT,transfer,Account transfer,false
T0079,A0086,3680.50,USD,3680.50,2024-10-31,completed,true,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_044,IT,card_payment,POS card payment,false
T0387,A0071,1534.51,EUR,1657.27,2024-10-31,completed,true,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_013,CA,cash_withdrawal,ATM cash withdrawal,false
T0435,A0021,870772.73,KZT,1915.70,2024-10-31,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_069,FR,transfer,Account transfer,false
T0453,A0088,2423.64,EUR,2617.53,2024-10-31,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_048,AE,card_payment,POS card payment,false
T0112,A0006,9394.87,USD,9394.87,2024-11-01,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_031,GB,wire,Wire transfer,false
T0127,A0019,9197.07,USD,9197.07,2024-11-02,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_035,AU,transfer,Account transfer,false
T0228,A0024,5970.10,USD,5970.10,2024-11-02,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_090,DE,cash_deposit,Cash deposit at branch,false
T0297,A0018,15080.83,USD,15080.83,2024-11-03,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_073,VE,cash_deposit,Cash deposit at branch,true
T0479,A0011,2180.20,GBP,2768.86,2024-11-04,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_071,AE,transfer,Account transfer,false
T0074,A0016,2198218.18,KZT,4836.08,2024-11-05,completed,true,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_061,NL,wire,Wire transfer,false
T0154,A0085,17300.49,GBP,21971.62,2024-11-06,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_06,MM,transfer,Account transfer,false
T0262,A0022,12765.99,USD,12765.99,2024-11-06,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_076,SY,cash_withdrawal,ATM cash withdrawal,false
T0078,A0021,584636.36,KZT,1286.20,2024-11-07,completed,true,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_010,KZ,card_payment,POS card payment,false
T0480,A0070,3282.84,EUR,3545.47,2024-11-08,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_048,AE,transfer,Account transfer,false
T0005,A0078,9351.58,GBP,11876.51,2024-11-09,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_018,AU,card_payment,POS card payment,false
T0458,A0062,713.80,USD,713.80,2024-11-09,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_066,PL,cash_deposit,Cash deposit at branch,false
T0054,A0094,6187.93,USD,6187.93,2024-11-10,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_031,GB,cash_withdrawal,ATM cash withdrawal,false
T0064,A0014,2093.79,USD,2093.79,2024-11-11,completed,true,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_090,DE,card_payment,POS card payment,false
T0119,A0055,9404.02,USD,9404.02,2024-11-11,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_079,RU,cash_withdrawal,ATM cash withdrawal,false
T0363,A0008,21482.11,USD,21482.11,2024-11-11,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_085,TR,wire,Wire transfer,false
T0408,A0090,5000.00,USD,5000.00,2024-11-11,completed,false,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_072,KZ,wire,Wire transfer,false
T0424,A0063,418236.36,KZT,920.12,2024-11-11,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_086,IT,cash_withdrawal,ATM cash withdrawal,false
T0286,A0073,6048.95,USD,6048.95,2024-11-12,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_045,AU,card_payment,POS card payment,false
T0062,A0059,8575.94,USD,8575.94,2024-11-13,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_074,AE,cash_deposit,Cash deposit at branch,false
T0282,A0084,3073986.36,KZT,6762.77,2024-11-13,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_047,MM,wire,Wire transfer,true
T0019,A0061,61505.59,USD,61505.59,2024-11-14,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_090,DE,transfer,Account transfer,false
T0352,A0060,12710.56,USD,12710.56,2024-11-14,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_072,KZ,cash_deposit,Cash deposit at branch,false
T0260,A0077,5677.84,USD,5677.84,2024-11-15,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_073,VE,card_payment,POS card payment,false
T0369,A0039,7337.51,USD,7337.51,2024-11-15,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_012,AE,cash_withdrawal,ATM cash withdrawal,false
T0144,A0037,18231.47,USD,18231.47,2024-11-16,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_05,BY,card_payment,POS card payment,false
T0374,A0070,7772.69,EUR,8394.51,2024-11-16,completed,true,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_078,TR,cash_deposit,Cash deposit at branch,false
T0145,A0020,2496.80,USD,2496.80,2024-11-17,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_06,MM,transfer,Account transfer,false
T0111,A0087,9486.15,USD,9486.15,2024-11-18,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_081,FR,cash_deposit,Cash deposit at branch,false
T0409,A0014,5000.00,USD,5000.00,2024-11-18,completed,false,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_034,IT,cash_deposit,Cash deposit at branch,false
T0149,A0086,2789.60,USD,2789.60,2024-11-19,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_09,KP,cash_withdrawal,ATM cash withdrawal,false
T0024,A0099,65364.74,USD,65364.74,2024-11-20,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_012,AE,card_payment,POS card payment,false
T0143,A0009,2815.40,USD,2815.40,2024-11-21,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_06,MM,cash_withdrawal,ATM cash withdrawal,false
T0201,A0002,7479.16,EUR,8077.49,2024-11-21,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_021,JP,cash_withdrawal,ATM cash withdrawal,false
T0478,A0060,3150.89,USD,3150.89,2024-11-21,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_020,GB,transfer,Account transfer,false
